Engelse naam;Wetenschappelijke naam
Pinion-streaked Snout;Schrankia costaestrigalis
Pink-barred Sallow;Xanthia togata
Pink-spotted Hawk-moth;Agrius cingulata
Pistol Case-bearer;Coleophora anatipennella
Plain Clay;Eugnorisma depuncta
Plain Golden Y;Autographa jota
Plain Plume;Hellinsia tephradactyla
Plain Pug;Eupithecia simpliciata
Plain Wave;Idaea straminata
Plum Fruit Moth;Grapholita funebrana
Plum Tortrix;Hedya pruniana
Plumbeous Spruce Tortrix;Cymolomia hartigiana
Plumed Fan-foot;Pechipogo plumigeralis
Plumed Prominent;Ptilophora plumigera
Poplar Grey;Subacronicta megacephala
Poplar Hawk-moth;Laothoe populi
Poplar Kitten;Furcula bifida
Poplar Lutestring;Tethea or
Porter's Rustic;Athetis hospes
Portland Moth;Actebia praecox
Portland Ribbon Wave;Idaea degeneraria
Potato Tuber Moth;Phthorimaea operculella
Powdered Quaker;Orthosia gracilis
Powdered Rustic;Hoplodrina superstes
Pretty Chalk Carpet;Melanthia procellata
Pretty Marbled;Deltote deceptoria
Pretty Pinion;Perizoma blandiata
Privet Hawk-moth;Sphinx ligustri
Purple Bar;Cosmorhoe ocellata
Purple Clay;Diarsia brunnea
Purple Cloud;Actinotia polyodon
Purple Marbled;Eublemma ostrina
Purple Thorn;Selenia tetralunaria
Purple Treble-bar;Aplocera praeformata
Purple-barred Yellow;Lythria purpuraria
Purple-bordered Gold;Idaea muricata
Purple-edged Copper;Lycaena hippothoe
Purple-shaded Gem;Euchalcia variabilis
Puss Moth;Cerura vinula
Radford's Flame Shoulder;Ochropleura leucogaster
Raisin Moth;Cadra figulilella
Rannoch Brindled Beauty;Lycia lapponaria
Rannoch Looper;Macaria brunneata
Rannoch Sprawler;Brachionycha nubeculosa
Raspberry Clearwing;Pennisetia hylaeiformis
Raspberry Moth;Lampronia corticella
Red Carpet;Xanthorhoe decoloraria
Red Chestnut;Cerastis rubricosa
Red Sword-grass;Xylena vetusta
Red Twin-spot Carpet;Xanthorhoe spadicearia
Red Underwing;Catocala nupta
Red-barred Tortrix;Ditula angustiorana
Red-belted Clearwing;Synanthedon myopaeformis
Reddish Buff;Acosmetia caliginosa
Reddish Light Arches;Apamea sublustris
Red-green Carpet;Chloroclysta siterata
Red-headed Chestnut;Conistra erythrocephala
Red-line Quaker;Agrochola lota
Red-necked Footman;Atolmis rubricollis
Red-tipped Clearwing;Synanthedon formicaeformis
Reed Dagger;Simyra albovenosa
Reed Leopard;Phragmataecia castaneae
Reed Tussock;Laelia coenosa
Reedbed Plume;Emmelina argoteles
Remm's Rustic;Mesapamea remmi
Rest Harrow;Aplasta ononaria
Rhomboid Tortrix;Acleris rhombana
Riband Wave;Idaea aversata
Rice Moth;Corcyra cephalonica
Ringed Border;Stegania cararia
Ringed Carpet;Cleora cinctaria
Ringed China-mark;Parapoynx stratiotata
Rose Leaf Miner;Stigmella anomalella
Rose Plume;Cnaemidophorus rhododactyla
Rose Tortrix;Archips rosana
Rosy Footman;Miltochrista miniata
Rosy Marbled;Elaphria venustula
Rosy Marsh Moth;Coenophila subrosea
Rosy Minor;Litoligia literosa
Rosy Rustic;Hydraecia micacea
Rosy Underwing;Catocala electa
Rosy Wave;Scopula emutaria
Round-winged Muslin;Thumatha senex
Royal Mantle;Catarhoe cuculata
Ruby Tiger;Phragmatobia fuliginosa
Ruddy Carpet;Catarhoe rubidata
Ruddy Highflyer;Hydriomena ruberata
Rufous Minor;Oligia versicolor
Rush Veneer;Nomophila noctuella
Rush Wainscot;Globia algae
Rustic Shoulder-knot;Apamea sordens
Rusty-dot Pearl;Udea ferrugalis
Rusty Wave;Idaea inquinata
Sallow Clearwing;Synanthedon flaviventris
Sallow Kitten;Furcula furcula
Sallow Nycteoline;Nycteola degenerana
Saltern Ear;Amphipoea fucosa
Sand Dart;Agrotis ripae
Sandhill Rustic;Luperina nickerlii
Sandy Carpet;Perizoma flavofasciata
Satin Beauty;Deileptenia ribeata
Satin Lutestring;Tetheella fluctuosa
Satin Stowaway;Antichloris viridis
Satin Wave;Idaea subsericeata
Satyr Pug;Eupithecia satyrata
Saxifrage Plume;Stenoptilia millieridactyla
Scallop Shell;Hydria undulata
Scalloped Hazel;Odontopera bidentata
Scalloped Hook-tip;Falcaria lacertinaria
Scalloped Oak;Crocallis elinguaria
Scar Bank Gem;Ctenoplusia limbirena
Scarce Arches;Fabula zollikoferi
Scarce Black Arches;Nola aerugula
Scarce Blackneck;Lygephila craccae
Scarce Bordered Straw;Helicoverpa armigera
Scarce Brindle;Apamea lateritia
Scarce Burnished Brass;Diachrysia chryson
Scarce Chocolate-tip;Clostera anachoreta
Scarce Copper;Lycaena virgaureae
Scarce Dagger;Acronicta auricoma
Scarce Footman;Eilema complana
Scarce Forester;Jordanita globulariae
Scarce Goldenrod Plume;Hellinsia chrysocomae
Scarce Hook-tip;Sabra harpagula
Scarce Light Plume;Crombrugghia laetus
Scarce Marbled;Eublemma minutata
Scarce Meal-moth;Schinia rivulosa
Scarce Merveille du Jour;Moma alpium
Scarce Midget;Phyllonorycter distentella
Scarce Prominent;Odontosia carmelita
Scarce Pug;Eupithecia extensaria
Scarce Silver Y;Syngrapha interrogationis
Scarce Silver-lines;Bena bicolorana
Scarce Tissue;Hydria cervinalis
Scarce Umber;Agriopis aurantiaria
Scarce Vapourer;Orgyia recens
Scarce Wormwood;Cucullia artemisiae
Scarlet Tiger;Callimorpha dominula
Scorched Carpet;Ligdia adustata
Scorched Wing;Plagodis dolabraria
Scotch Annulet;Gnophos obfuscata
Scotch Burnet;Zygaena exulans
Seathorn Hawk-moth;Hyles hippophaes
September Thorn;Ennomos erosaria
Setaceous Hebrew Character;Xestia c-nigrum
Shaded Broad-bar;Scotopteryx chenopodiata
Shaded Fan-foot;Herminia tarsicrinalis
Shaded Pug;Eupithecia subumbrata
Sharp-angled Carpet;Euphyia unangulata
Sharp-angled Peacock;Macaria alternata
Sheep's-bit Conch;Cochylis pallidana
Shining Marbled;Pseudeustrotia candidula
Shore Wainscot;Mythimna litoralis
Short-cloaked Moth;Nola cucullatella
Short-winged Plume;Pselnophorus heterodactyla
Shoulder Stripe;Earophila badiata
Shoulder-striped Clover;Heliothis maritima
Shoulder-striped Wainscot;Leucania comma
Shuttle-shaped Dart;Agrotis puta
Silky Wainscot;Chilodes maritima
Silky Wave;Idaea dilutaria
Silver Barred;Deltote bankiana
Silver Cloud;Egira conspicillaris
Silver Hook;Deltote uncula
Silver Y;Autographa gamma
Silver-ground Carpet;Xanthorhoe montanata
Silver-striped Hawk-moth;Hippotion celerio
Silvery Arches;Polia hepatica
Silvery Gem;Eucarta virgo
Single-dotted Wave;Idaea dimidiata
Six-belted Clearwing;Bembecia ichneumoniformis
Six-Spot Burnet;Zygaena filipendulae
Six-striped Rustic;Xestia sexstrigata
Skin Moth;Monopis laevigella
Slender Brindle;Apamea scolopacina
Slender Burnished Brass;Thysanoplusia orichalcea
Slender Pug;Eupithecia tenuiata
Slender Scotch Burnet;Zygaena loti
Slender-striped Rufous;Coenocalpe lapidata
Sloe Carpet;Aleucis distinctata
Sloe Pug;Pasiphila chloerata
Small Angle Shades;Euplexia lucipara
Small Argent & Sable;Epirrhoe tristata
Small Autumnal Moth;Epirrita filigrammaria
Small Black Arches;Meganola strigula
Small Blood-vein;Scopula imitaria
Small Brindled Beauty;Apocheima hispidaria
Small China-mark;Cataclysta lemnata
Small Chocolate-tip;Clostera pigra
Small Clouded Brindle;Apamea unanimis
Small Dark Yellow Underwing;Coranarta cordigera
Small Dotted Buff;Photedes minima
Small Dotted Footman;Pelosia obtusa
Small Dusty Wave;Idaea seriata
Small Eggar;Eriogaster lanestris
Small Elephant Hawk-moth;Deilephila porcellus
Small Emerald;Hemistola chrysoprasaria
Small Fan-foot;Herminia grisealis
Small Fan-footed Wave;Idaea biselata
Small Goldenrod Plume;Hellinsia osteodactylus
Small Grass Emerald;Chlorissa viridata
Small Lappet;Phyllodesma ilicifolia
Small Magpie;Anania hortulata
Small Marbled;Eublemma parva
Small Mottled Willow;Spodoptera exigua
Small Phoenix;Ecliptopera silaceata
Small Plume;Oxyptilus parvidactyla
Small Purple-barred;Phytometra viridaria
Small Quaker;Orthosia cruda
Small Ranunculus;Hecatera dysodea
Small Rivulet;Perizoma alchemillata
Small Rufous;Coenobia rufa
Small Scabious Plume;Stenoptilia annadactyla
Small Scallop;Idaea emarginata
Small Seraphim;Pterapherapteryx sexalata
Small Square-spot;Diarsia rubi
Small Tabby;Aglossa caprealis
Small Wainscot;Denticucullus pygmina
Small Waved Umber;Horisme vitalbata
Small White Wave;Asthena albulata
Small Yellow Underwing;Panemeria tenebrata
Small Yellow Wave;Hydrelia flammeolaria
Smoky Wainscot;Mythimna impura
Smoky Wave;Scopula ternata
Softly's Shoulder-knot;Lithophane consocia
Sombre Brocade;Dichonioxa tenebrosa
Sorcerer;Aedia leucomelas
Southern Army Leafworm;Spodoptera eridania
Southern Brindled Green;Dryobotodes roboris
Southern Chestnut;Agrochola haematidea
Southern Rustic;Rhyacia lucipeta
Southern Wainscot;Mythimna straminea
Soybean Looper;Pseudoplusia includens
Spalding's Dart;Agrotis herzogi
Spanish Carpet;Scotopteryx peribolata
Speckled Beauty;Fagivorina arenaria
Speckled Footman;Coscinia cribraria
Speckled Yellow;Pseudopanthera macularia
Spindle Ermine;Yponomeuta cagnagella
Spiny Bollworm;Earias biplaga
Splendid Brocade;Lacanobia splendens
Spotted Clover;Protoschinia scutosa
Spotted Shoot Moth;Rhyacionia pinivorana
Spotted Sulphur;Acontia trabealis
Spotted White Plume;Porrittia galactodactyla
Spring Usher;Agriopis leucophaearia
Spruce Carpet;Thera britannica
Spurge Hawk-moth;Hyles euphorbiae
Square Spot;Paradarisa consonaria
Square-spot Dart;Euxoa obelisca
Square-spot Rustic;Xestia xanthographa
Square-spotted Clay;Xestia stigmatica
Star-wort;Cucullia asteris
Stephens' Gem;Megalographa biloba
Stored Nut Moth;Paralipsa gularis
Stout Dart;Spaelotis ravida
Strange Wave;Idaea laevigata
Straw Belle;Aspitates gilvaria
Straw Dot;Rivula sericealis
Straw Underwing;Thalpophila matura
Strawberry Tortrix;Acleris comariana
Streaked Plusia;Vittaplusia vittata
Streaked Wave;Scopula virgulata
Striped Hawk-moth;Hyles livornica
Striped Lychnis;Cucullia lychnitis
Striped Twin-spot Carpet;Coenotephria salicata
Striped Wainscot;Mythimna pudorina
Sub-angled Wave;Scopula nigropunctata
Summer Fruit Tortrix;Adoxophyes orana
Sundew Plume;Buckleria paludum
Sussex Emerald;Thalera fimbrialis
Svensson's Copper Underwing;Amphipyra berbera
Swallow Prominent;Pheosia tremula
Swallow-tailed Moth;Ourapteryx sambucaria
Sweet Gale Moth;Acronicta euphorbiae
Sweet Gale Moth;Acronicta cinerea
Sword-grass;Xylena exsoleta
Tamarisk Peacock;Chiasmia aestimaria
Tamarisk Plume;Agdistis tamaricis
Tansy Plume;Gillmeria ochrodactyla
Tapestry Moth;Trichophaga tapetzella
Tawny Marbled Minor;Oligia latruncula
Tawny Pinion;Lithophane semibrunnea
Tawny Prominent;Harpyia milhauseri
Tawny Shears;Hadena perplexa
Tawny Shoulder;Feltia subterranea
Tawny Speckled Pug;Eupithecia icterata
Tawny Wave;Scopula rubiginata
Tawny-barred Angle;Macaria liturata
Tea Tabby;Aglossa dimidiatus
The African;Condica capensis
The Alchymist;Catephia alchymista
The Annulet;Charissa obscurata
The Anomalous;Stilbia anomala
The Basker;Euchromia lethe
The Berber;Pseudenargia ulicis
The Blackneck;Lygephila pastinum
The Brick;Agrochola circellaris
The Brother;Raphia frater
The Butterbur;Hydraecia petasitis
The Cameo;Crypsedra gemmea
The Campion;Sideridis rivularis
The Chestnut;Conistra vaccinii
The Chevron;Eulithis testata
The Cinnabar;Tyria jacobaeae
The Clay;Mythimna ferrago
The Concolorous;Photedes extrema
The Conformist;Lithophane furcifera
The Confused;Apamea furva
The Coronet;Craniophora ligustri
The Cosmopolitan;Leucania loreyi
The Crescent;Helotropha leucostigma
The Cudweed;Cucullia gnaphalii
The Delicate;Mythimna vitellina
The Docker;Antichloris caca
The Double-barred;Caenurgina crassiuscula
The Drinker;Euthrix potatoria
The Druid;Aedia funesta
The Dun-bar;Cosmia trapezina
The Engrailed;Ectropis crepuscularia
The Exile/Northern Arches;Apamea exulis
The Fan-foot;Herminia tarsipennalis
The Fern;Horisme tersata
The Festoon;Apoda limacodes
The Flame;Axylia putris
The Forester;Adscita statices
The Four-spotted;Tyta luctuosa
The Gem;Nycterosea obstipata
The Geometrician;Grammodes stolida
The Goldwing;Synthymia fixa
The Gothic;Naenia typica
The Grey;Hadena caesia
The Handmaid;Dysauxes ancilla
The Herald;Scoliopteryx libatrix
The Lackey;Malacosoma neustria
The Lappet;Gastropacha quercifolia
The Latin;Callopistria juventina
The Lychnis;Hadena bicruris
The Magpie;Abraxas grossulariata
The Mallow;Larentia clavaria
The Many-lined;Costaconvexa polygrammata
The Maori;Graphania averilla
The Miller;Acronicta leporina
The Mocha;Cyclophora annularia
The Mullein;Cucullia verbasci
The Ni Moth;Trichoplusia ni
The Nine-spotted;Amata phegea
The Nonconformist;Lithophane lamda
The Nun;Acontia aprica
The Nutmeg;Anarta trifolii
The Olive;Ipimorpha subtusa
The Passenger;Dysgonia algira
The Phoenix;Eulithis prunata
The Rivulet;Perizoma affinitata
The Rustic;Hoplodrina blanda
The Sallow;Cirrhia icteritia
The Satellite;Eupsilia transversa
The Saxon;Hyppa rectilinea
The Seraphim;Lobophora halterata
The Shark;Cucullia umbratica
The Shears;Hada plebeja
The Silurian;Eriopygodes imbecilla
The Snout;Hypena proboscidalis
The Spectacle;Abrostola tripartita
The Spinach;Eulithis mellinata
The Sprawler;Asteroscopus sphinx
The Stranger;Lacanobia blenna
The Streak;Chesias legatella
The Streamer;Anticlea derivata
The Suspected;Parastichtis suspecta
The Sycamore;Acronicta aceris
The Tissue;Triphosa dubitata
The Traveller;Costaconvexa centrostrigaria
The Triangle;Heterogenea asella
The Triple-barred;Mocis trifasciata
The Uncertain;Hoplodrina octogenaria
The Vapourer;Orgyia antiqua
The Vestal;Rhodometra sacraria
The V-Moth;Macaria wauaria
The V-Pug;Chloroclystis v-ata
The Wormwood;Cucullia absinthii
Thistle Ermine;Myelois circumvoluta
Three-humped Prominent;Notodonta tritophus
Thrift Clearwing;Pyropteron muscaeformis
Thyme Moth;Scrobipalpa artemisiella
Thyme Plume;Merrifieldia leucodactyla
Thyme Pug;Eupithecia distinctaria
Timothy Tortrix;Aphelia paleana
Toadflax Brocade;Calophasia lunula
Toadflax Pug;Eupithecia linariata
Tomato Sphinx;Manduca rustica
Transparent Burnet;Zygaena purpuralis
Treble Brown Spot;Idaea trigeminata
Treble Lines;Charanyca trigrammica
Treble-bar;Aplocera plagiata
Tree-lichen Beauty;Cryphia algae
Trent Double-stripe;Clytie illunaris
Triangle Plume;Platyptilia gonodactyla
Triple-spotted Clay;Xestia ditrapezium
Triple-spotted Pug;Eupithecia trisignaria
Tropical Tobacco Moth;Setomorpha rutella
True Lover's Knot;Lycophotia porphyrea
Tunbridge Wells Gem;Chrysodeixis acuta
Turnip Moth;Agrotis segetum
Turquoise Blue;Polyommatus dorylas
Twenty-plume Moth;Alucita hexadactyla
Twin-spot Carpet;Mesotype didymata
Twin-spot Plume;Stenoptilia bipunctidactyla
Twin-spotted Quaker;Anorthoa munda
Twin-spotted Wainscot;Lenisa geminipuncta
Twin-striped Tabby;Epizeuxis lubricalis
Union Rustic;Pabulatrix pabulatricula
Valerian Pug;Eupithecia valerianata
Varied Coronet;Hadena compta
Variegated Golden Tortrix;Archips xylosteana
Vine Moth;Eupoecilia ambiguella
Vine's Rustic;Hoplodrina ambigua
Viper's Bugloss;Hadena irregularis
Water Betony;Cucullia scrophulariae
Water Carpet;Lampropteryx suffumata
Water Ermine;Spilosoma urticae
Water Veneer;Acentria ephemerella
Waved Black;Parascotia fuliginaria
Waved Carpet;Hydrelia sylvata
Waved Tabby;Epizeuxis aemula
Waved Umber;Menophra abruptaria
Wax Moth;Galleria mellonella
Weaver's Wave;Idaea contiguaria
Webb's Wainscot;Globia sparganii
Welsh Clearwing;Synanthedon scoliaeformis
Welsh Wave;Venusia cambrica
Western Thyme Plume;Merrifieldia tridactyla
White Colon;Sideridis turbida
White Ermine;Spilosoma lubricipeda
White Plume Moth;Pterophorus pentadactyla
White Prominent;Leucodonta bicoloria
White Satin Moth;Leucoma salicis
White Spot;Hypagyrtis unipunctata
White Spot;Hadena albimacula
White-banded Carpet;Spargania luctuata
White-barred Clearwing;Synanthedon spheciformis
White-line Dart;Euxoa tritici
White-line Snout;Schrankia taenialis
White-lined Hawk-moth;Hyles lineata
White-mantled Wainscot;Archanara neurica
White-marked;Cerastis leucographa
White-pinion Spotted;Lomographa bimaculata
White-point;Mythimna albipuncta
White-shouldered House-moth;Endrosis sarcitrella
White-speck;Mythimna unipuncta
White-spotted Pinion;Cosmia diffinis
White-spotted Pug;Eupithecia tripunctaria
Wild Cherry Sphinx;Sphinx drupiferarum
Willow Beauty;Peribatodes rhomboidaria
Willow Ermine;Yponomeuta rorrella
Willow Tortrix;Epinotia cruciana
Willowherb Hawk-moth;Proserpinus proserpina
Winter Moth;Operophtera brumata
Wood Carpet;Epirrhoe rivata
Wood Tiger;Parasemia plantaginis
Wood-sage Plume;Capperia britanniodactylus
Woods's Dart;Agrotis graslini
Wormwood Pug;Eupithecia absinthiata
Yarrow Plume;Gillmeria pallidactyla
Yarrow Pug;Eupithecia millefoliata
Yellow Belle;Aspitates ochrearia
Yellow Horned;Achlya flavicornis
Yellow Shell;Camptogramma bilineata
Yellow V Moth;Oinophila v-flava
Yellow-barred Brindle;Acasis viretata
Yellow-legged Clearwing;Synanthedon vespiformis
Yellow-line Quaker;Agrochola macilenta
Yellow-ringed Carpet;Entephria flavicinctata
Yellow-tail;Euproctis similis
;Zophodia grossulariella
;Zelleria oleastrella
;Zelleria hepariella
;Zeiraphera rufimitrana
;Zeiraphera ratzeburgiana
;Zeiraphera isertana
;Ypsolopha vittella
;Ypsolopha ustella
;Ypsolopha sylvella
;Ypsolopha sequella
;Ypsolopha scabrella
;Ypsolopha parenthesella
;Ypsolopha nemorella
;Ypsolopha mucronella
;Ypsolopha lucella
;Ypsolopha horridella
;Ypsolopha asperella
;Ypsolopha alpella
;Yponomeuta sedella
;Yponomeuta plumbella
;Yponomeuta irrorella
;Xystophora pulveratella
;Xenolechia aethiops
;Xanthopastis timais
;Whittleia retiella
;Vitula edmandsii
;Vitula biviella
;Uresiphita reversalis
;Uresiphita gilvata
;Udea uliginosalis
;Udea prunalis
;Udea olivalis
;Udea lutealis
;Udea fulvalis
;Udea decrepitalis
;Udea alpinalis
;Tuta absoluta
;Trifurcula subnitidella
;Trifurcula squamatella
;Trifurcula immundella
;Trifurcula headleyella
;Trifurcula eurema
;Trifurcula cryptella
;Trifurcula beirnei
;Trichophaga mormopis
;Triaxomera parasitella
;Triaxomera fulvimitrella
;Triaxomasia caprimulgella
;Tortricodes alternella
;Tischeria ekebladella
;Tischeria dodonaea
;Tinea trinotella
;Tinea translucens
;Tinea semifulvella
;Tinea murariella
;Tinea lanella
;Tinea flavescentella
;Tinea fictrix
;Tinea dubiella
;Tinea columbariella
;Tinagma ocnerostomella
;Tinagma balteolella
;Thyridopteryx ephemeraeformis
;Thisanotia chrysonuchella
;Thiotricha subocellea
;Thiodia torridana
;Thiodia citrana
;Tenaga nigripunctella
;Teleiopsis diffinis
;Teleiodes wagae
;Teleiodes vulgella
;Teleiodes sequax
;Teleiodes luculella
;Teleiodes flavimaculella
;Telechrysis tripuncta
;Tebenna micalis
;Taleporia tubulosa
;Tachystola acroxantha
;Syndemis musculana
;Syncopacma vinella
;Syncopacma taeniolella
;Syncopacma suecicella
;Syncopacma sangiella
;Syncopacma polychromella
;Syncopacma larseniella
;Syncopacma cinctella
;Syncopacma albipalpella
;Syncopacma albifrontella
;Synaphe punctalis
;Symmoca signatella
;Swammerdamia pyrella
;Swammerdamia passerella
;Swammerdamia compunctella
;Swammerdamia caesiella
;Strophedra weirana
;Strophedra nitidana
;Stigmella zelleriella
;Stigmella viscerella
;Stigmella ulmivora
;Stigmella ulmiphaga
;Stigmella ulmariae 
;Stigmella trimaculella
;Stigmella torminalis
;Stigmella tormentillella
;Stigmella tityrella
;Stigmella tiliae
;Stigmella svenssoni
;Stigmella suberivora
;Stigmella splendidissimella
;Stigmella spinosissimae
;Stigmella speciosa
;Stigmella sorbi
;Stigmella samiatella
;Stigmella salicis
;Stigmella sakhalinella
;Stigmella ruficapitella
;Stigmella roborella
;Stigmella regiella
;Stigmella pyri
;Stigmella prunetorum
;Stigmella pretiosa
;Stigmella poterii f. tengstroemi
;Stigmella poterii f. serella
;Stigmella poterii
;Stigmella plagicolella
;Stigmella perpygmaeella
;Stigmella paradoxa
;Stigmella oxyacanthella
;Stigmella obliquella
;Stigmella nylandriella
;Stigmella myrtillella
;Stigmella minusculella
;Stigmella microtheriella
;Stigmella mespilicola
;Stigmella magdalenae
;Stigmella luteella
;Stigmella lemniscella
;Stigmella lapponica
;Stigmella incognitella
;Stigmella hybnerella
;Stigmella hemargyrella
;Stigmella glutinosae
;Stigmella floslactella
;Stigmella filipendulae
;Stigmella dryadella
;Stigmella desperatella
;Stigmella crataegella
;Stigmella continuella
;Stigmella confusella
;Stigmella centifoliella
;Stigmella catharticella
;Stigmella carpinella
;Stigmella betulicola
;Stigmella basiguttella
;Stigmella auromarginella
;Stigmella aurella f. nitens
;Stigmella aurella f. dulcella
;Stigmella aurella
;Stigmella atricapitella
;Stigmella assimilella
;Stigmella alnetella
;Stigmella aeneofasciella
;Stigmella aceris
;Stictea mygindiana
;Sterrhopterix fusca
;Stenoptinea cyaneimarmorella
;Stenoptilia aridus
;Stenolechia gemmella
;Stathmopoda pedella
;Stathmopoda diplaspis
;Spuleria flavicaput
;Spoladea recurvalis
;Spilonota laricana
;Spatalistis bifasciana
;Sparganothis pilleriana
;Sorhagenia rhamniella
;Sorhagenia lophyrella
;Sorhagenia janiszewskae
;Sophronia semicostella
;Sophronia humerella
;Sitochroa verticalis
;Sitochroa palealis
;Semioscopis steinkellneriana
;Semioscopis avellanella
;Selania leplastriana
;Selagia argyrella
;Scythris sinensis
;Scythris siccella
;Scythris potentillella
;Scythris picaepennis
;Scythris limbella
;Scythris inspersella
;Scythris grandipennis
;Scythris fuscoaenea
;Scythris fallacella
;Scythris empetrella
;Scythris crassiuscula
;Scythris cicadella
;Scrobipalpula tussilaginis
;Scrobipalpula diffluella
;Scrobipalpa suaedella
;Scrobipalpa stangei
;Scrobipalpa samadensis
;Scrobipalpa salinella
;Scrobipalpa pauperella
;Scrobipalpa obsoletella
;Scrobipalpa nitentella
;Scrobipalpa murinella
;Scrobipalpa instabilella
;Scrobipalpa costella
;Scrobipalpa clintoni
;Scrobipalpa atriplicella
;Scrobipalpa acuminatella
;Scoparia subfusca
;Scoparia pyralella
;Scoparia basistrigalis
;Scoparia ancipitella
;Scoparia ambigualis
;Sclerocona acutellus
;Sciota rhenella
;Sciota hostilis
;Sciota adelphella
;Schreckensteinia festaliella
;Schoenobius gigantella
;Schiffermuellerina grandis
;Sceliodes laisalis
;Salebriopsis albicilla
;Roeslerstammia pronubella
;Roeslerstammia erxlebella
;Rhyacionia pinicolana
;Rhopobota ustomaculana
;Rhopobota stagnana
;Rhopobota myrtillana
;Rhodophaea formosa
;Rhigognostis senilella
;Rhigognostis incarnatella
;Rhigognostis annulatella
;Recurvaria nanella
;Recurvaria leucatella
;Pyroderces argyrogrammos
;Pyrausta sanguinalis
;Pyrausta purpuralis
;Pyrausta ostrinalis
;Pyrausta nigrata
;Pyrausta despicata
;Pyrausta cingulata
;Pyrausta aurata
;Pyralis manihotalis
;Pyralis lienigialis
;Ptycholomoides aeriferana
;Ptycholoma lecheana
;Ptocheuusa paupella
;Psychoides verhuella
;Psychoides filicivora
;Psyche crassiorella
;Psyche casta
;Psoricoptera gibbosella
;Pseudotelphusa scalella
;Pseudotelphusa paripunctella
;Pseudoswammerdamia combinella
;Pseudosciaphila branderiana
;Pseudopostega crepusculella
;Pseudopostega auritella
;Pseudococcyx posticana
;Pseudatemelia subochreella
;Pseudatemelia josephinae
;Pseudatemelia flavifrontella
;Pseudargyrotoza conwagana
;Psammotis pulveralis
;Psamathocrita osseella
;Psamathocrita argentella
;Proutia betulina
;Prolita solutella
;Prolita sexpunctella
;Prochoreutis sehestediana
;Prochoreutis myllerana
;Pristerognatha penthinana
;Prays peregrina
;Prays oleae
;Prays citri
;Povolnya leucapennella
;Plutella porrectella
;Plutella haasi
;Pleurota bicostella
;Pleurota aristella
;Pleuroptya aegrotalis
;Platytes cerussella
;Platytes alpinella
;Platynota rostrana
;Platyedra subcinerea
;Piniphila bifasciana
;Pima boisduvaliella
;Phylloporia bistrigella
;Phyllonorycter viminiella
;Phyllonorycter viminetorum
;Phyllonorycter ulmifoliella
;Phyllonorycter ulicicolella
;Phyllonorycter tristrigella
;Phyllonorycter trifasciella
;Phyllonorycter tenerella
;Phyllonorycter strigulatella
;Phyllonorycter stettinensis
;Phyllonorycter staintoniella
;Phyllonorycter spinicolella
;Phyllonorycter sorbi
;Phyllonorycter scopariella
;Phyllonorycter schreberella
;Phyllonorycter scabiosella
;Phyllonorycter salicicolella
;Phyllonorycter sagitella
;Phyllonorycter roboris
;Phyllonorycter rajella
;Phyllonorycter quinqueguttella
;Phyllonorycter quercifoliella
;Phyllonorycter platani
;Phyllonorycter oxyacanthae
;Phyllonorycter nigrescentella
;Phyllonorycter nicellii
;Phyllonorycter muelleriella
;Phyllonorycter messaniella
;Phyllonorycter mespilella
;Phyllonorycter maestingella
;Phyllonorycter lautella
;Phyllonorycter lantanella
;Phyllonorycter kuhlweiniella
;Phyllonorycter klemannella
;Phyllonorycter junoniella
;Phyllonorycter joannisi
;Phyllonorycter insignitella
;Phyllonorycter hilarella
;Phyllonorycter heegeriella
;Phyllonorycter harrisella
;Phyllonorycter geniculella
;Phyllonorycter froelichiella
;Phyllonorycter esperella
;Phyllonorycter emberizaepenella
;Phyllonorycter dubitella
;Phyllonorycter cydoniella
;Phyllonorycter corylifoliella
;Phyllonorycter comparella
;Phyllonorycter cerasicolella
;Phyllonorycter cavella
;Phyllonorycter blancardella
